STATUS,METHOD,URL,REFERER,DATE/TIME,"DEV LOG","USR MSG"
304,GET,/api/location/boston,http://localhost:3000/?location=boston,"Wed, 18 Apr 2018 06:18:57 GMT",,
304,GET,"/api/location/Oakland,%20CA",http://localhost:3000/?location=boston,"Wed, 18 Apr 2018 06:19:57 GMT",,
