STATUS,METHOD,URL,REFERER,DATE/TIME,"DEV LOG","USR MSG"
304,GET,/api/location/boston,http://localhost:3000/,"Wed, 18 Apr 2018 05:43:23 GMT",,
304,GET,/api/location/boston,http://localhost:3000/?location=boston,"Wed, 18 Apr 2018 05:44:04 GMT",,
304,GET,/api/location/boston,http://localhost:3000/?location=boston,"Wed, 18 Apr 2018 05:47:11 GMT",,
